place_i,place_j,shared_users,place_i_users,place_j_users,pci,dir_pci
SUR,TJK,1,319,257,3.493,3.891
DZA,KEN,92,21587,62817,2.498,1.465
PRT,MUS,113,114156,1957,7.560,57.741
LBR,IND,42,635,869366,1.788,0.048
SEN,CZE,30,3434,43191,2.463,0.695
HUN,DNK,1033,30689,38106,30.207,27.109
AND,USA,556,4256,4704692,3.929,0.118
LAO,AUT,67,2983,61352,4.953,1.092
ISL,ZMB,22,5949,9787,2.883,2.248
FRA,VUT,28,487938,199,2.842,140.704
NPL,DOM,44,8375,46940,2.219,0.937
QAT,HTI,13,38118,2693,1.283,4.827
BHR,TCA,1,9721,1467,0.265,0.682
ATG,DOM,77,1084,46940,10.795,1.640
CAN,IRL,4431,384644,107364,21.804,41.271
TCD,CUB,9,308,6315,6.453,1.425
IRN,IRN,14530,14530,14530,1000.000,1000.000
KEN,ARE,1693,62817,172797,16.250,9.798
JPN,KNA,33,1087206,641,1.250,51.482
NAM,TZA,85,2871,25444,9.945,3.341
CAN,ESP,9538,384644,612306,19.654,15.577
PRY,SJM,2,39492,407,0.499,4.914
TZA,IRL,195,25444,107364,3.731,1.816
VCT,VCT,373,373,373,1000.000,1000.000
AUS,MNP,19,179728,269,2.733,70.632
MLI,AND,2,925,4256,1.008,0.470
COD,DJI,8,4194,151,10.053,52.980
ARM,COL,33,1505,236920,1.748,0.139
SRB,CAF,3,17319,176,1.718,17.045
BMU,BEN,2,997,1200,1.828,1.667
CHL,FSM,3,143661,50,1.119,60.000
RWA,ERI,2,2415,65,5.048,30.769
MOZ,BOL,20,2682,5771,5.084,3.466
JAM,YEM,4,8567,1355,1.174,2.952
URY,XNC,4,48468,3582,0.304,1.117
TUR,WSM,10,717647,228,0.782,43.860
MDA,ATG,1,737,1084,1.119,0.923
KHM,SUR,7,5940,319,5.085,21.944
SYR,XNC,8,1493,3582,3.459,2.233
LKA,SYC,23,7471,534,11.515,43.071
IND,CHE,2505,869366,76384,9.721,32.795
DZA,GNQ,3,21587,196,1.458,15.306
BRB,FRA,300,2089,487938,9.397,0.615
BES,TJK,1,414,257,3.066,3.891
PAN,NZL,56,12245,29647,2.939,1.889
FSM,SLV,1,50,19968,1.001,0.050
DJI,PRT,4,151,114156,0.963,0.035
SDN,SDN,15075,15075,15075,1000.000,1000.000
AFG,MDG,9,1444,754,8.625,11.936
JPN,TCD,11,1087206,308,0.601,35.714
MAC,GAB,2,4155,1522,0.795,1.314
IRL,KNA,20,107364,641,2.411,31.201
WSM,MUS,4,228,1957,5.988,2.044
MSR,ZAF,2,77,180112,0.537,0.011
PYF,AND,4,766,4256,2.215,0.940
IDN,PAN,153,797242,12245,1.549,12.495
JAM,VIR,88,8567,4378,14.369,20.101
ROU,KAZ,46,18903,3178,5.935,14.475
LBR,GEO,5,635,4124,3.090,1.212
FRO,SGP,23,272,75983,5.059,0.303
ITA,PSE,569,302492,3954,16.453,143.905
DNK,GTM,46,38106,9361,2.436,4.914
TCD,SGP,4,308,75983,0.827,0.053
SRB,ITA,1587,17319,302492,21.926,5.246
TTO,BDI,3,2571,289,3.480,10.381
DZA,BMU,4,21587,997,0.862,4.012
EST,KEN,42,7914,62817,1.884,0.669
NPL,MOZ,20,8375,2682,4.220,7.457
GLP,DJI,1,1022,151,2.546,6.623
PER,MNP,2,81652,269,0.427,7.435
UZB,MDA,13,1596,737,11.987,17.639
CAN,IND,5697,384644,869366,9.852,6.553
GRC,ETH,78,61903,2741,5.988,28.457
SRB,CUB,38,17319,6315,3.634,6.017
MSR,TUR,2,77,717647,0.269,0.003
MNE,ISR,45,1771,10149,10.614,4.434
BHS,USA,6465,7854,4704692,33.632,1.374
COL,CAF,8,236920,176,1.239,45.455
DNK,SVK,179,38106,3599,15.285,49.736
HKG,ASM,5,42552,106,2.354,47.170
CHE,CIV,64,76384,2962,4.255,21.607
LUX,BOL,18,8446,5771,2.578,3.119
QAT,IDN,1069,38118,797242,6.132,1.341
NOR,NAM,49,31294,2871,5.170,17.067
SVN,ASM,1,3390,106,1.668,9.434
NPL,BWA,19,8375,2692,4.002,7.058
GIN,VNM,9,1066,47073,1.271,0.191
PLW,QAT,2,116,38118,0.951,0.052
YEM,AFG,11,1355,1444,7.864,7.618
BEL,TCD,7,96930,308,1.281,22.727
PRI,BEL,292,48671,96930,4.251,3.012
JAM,GRL,15,8567,447,7.665,33.557
COD,COM,7,4194,104,10.599,67.308
NAM,TWN,22,2871,61165,1.660,0.360
AUS,WLF,1,179728,4,1.179,250.000
BGR,ATG,12,5496,1084,4.916,11.070
MLI,RWA,8,925,2415,5.353,3.313
MUS,DOM,34,1957,46940,3.547,0.724
AND,MRT,2,4256,429,1.480,4.662
ARE,GRD,33,172797,547,3.394,60.329
GMB,ZAF,29,542,180112,2.935,0.161
ITA,ARG,5707,302492,410228,16.201,13.912
ROU,AZE,49,18903,4083,5.578,12.001
AUT,TON,4,61352,125,1.444,32.000
XNC,JPN,46,3582,1087206,0.737,0.042
URY,IMN,5,48468,2568,0.448,1.947
SOM,VEN,8,1345,71139,0.818,0.112
ZAF,XKO,16,180112,1164,1.105,13.746
MEX,ATF,1,594386,5,0.580,200.000
OMN,FRA,1081,40057,487938,7.732,2.215
CMR,HND,4,9757,5203,0.561,0.769
ARE,MUS,320,172797,1957,17.401,163.516
SSD,BIH,2,1682,2960,0.896,0.676
AGO,ASM,3,2537,106,5.785,28.302
LBR,BHS,9,635,7854,4.030,1.146
MYS,XAD,4,300914,135,0.628,29.630
JAM,SDN,19,8567,15075,1.672,1.260
SRB,SGP,143,17319,75983,3.942,1.882
KNA,CUB,12,641,6315,5.964,1.900
BOL,ESP,550,5771,612306,9.252,0.898
GUM,VEN,3,3958,71139,0.179,0.042
ISL,TZA,79,5949,25444,6.421,3.105
JAM,SLB,2,8567,74,2.512,27.027
VGB,TGO,2,698,908,2.512,2.203
FIN,BLR,125,32500,4614,10.208,27.091
MWI,LUX,1,1396,8446,0.291,0.118
TCA,GGY,2,1467,1036,1.622,1.931
MMR,QAT,50,4807,38118,3.694,1.312
BGD,PAN,24,38564,12245,1.104,1.960
GLP,KAZ,1,1022,3178,0.555,0.315
TZA,GEO,51,25444,4124,4.979,12.367
TGO,CIV,42,908,2962,25.610,14.180
SVN,PNG,2,3390,451,1.617,4.435
ESH,MNE,3,555,1771,3.026,1.694
GAB,VEN,10,1522,71139,0.961,0.141
GBR,URY,991,1172344,48468,4.157,20.446
KHM,SJM,3,5940,407,1.929,7.371
BOL,AFG,11,5771,1444,3.811,7.618
VNM,COD,125,47073,4194,8.896,29.804
ALA,FIN,233,444,32500,61.337,7.169
BRA,CAN,5768,1284039,384644,8.207,14.996
RUS,MNG,238,136230,2244,13.612,106.061
AZE,LSO,4,4083,753,2.281,5.312
URY,BRN,3,48468,1425,0.361,2.105
ECU,CIV,16,61055,2962,1.190,5.402
PYF,URY,8,766,48468,1.313,0.165
GLP,NGA,18,1022,218728,1.204,0.082
IRL,MSR,3,107364,77,1.043,38.961
TGO,CUB,7,908,6315,2.923,1.108
GMB,SDN,5,542,15075,1.749,0.332
MNG,HTI,3,2244,2693,1.220,1.114
SLE,CHL,8,638,143661,0.836,0.056
NOR,XKO,14,31294,1164,2.320,12.027
MRT,DJI,3,429,151,11.787,19.868
TTO,KNA,33,2571,641,25.706,51.482
AZE,SEN,6,4083,3434,1.602,1.747
NZL,IND,1191,29647,869366,7.419,1.370
GBR,KWT,10214,1172344,110415,28.389,92.506
THA,ECU,305,349012,61055,2.089,4.995
GTM,PHL,142,9361,571031,1.942,0.249
KOR,PYF,24,111488,766,2.597,31.332
NRU,BIH,1,12,2960,5.306,0.338
MOZ,THA,66,2682,349012,2.157,0.189
RUS,NPL,168,136230,8375,4.974,20.060
UKR,GRC,531,19011,61903,15.479,8.578
CPV,BGR,9,948,5496,3.943,1.638
CHE,SGP,1700,76384,75983,22.315,22.373
MSR,BEL,2,77,96930,0.732,0.021
MUS,KNA,6,1957,641,5.357,9.360
ESP,LTU,1003,612306,5816,16.808,172.455
BRA,MOZ,232,1284039,2682,3.953,86.503
HKG,COM,4,42552,104,1.901,38.462
VUT,TCA,3,199,1467,5.552,2.045
CZE,MNP,1,43191,269,0.293,3.717
ZMB,FJI,6,9787,1393,1.625,4.307
DEU,PAK,832,273307,102573,4.969,8.111
FIN,ISR,202,32500,10149,11.122,19.903
BWA,HKG,24,2692,42552,2.242,0.564
ZAF,DMA,10,180112,246,1.502,40.650
CUB,MKD,19,6315,1634,5.915,11.628
LUX,AND,34,8446,4256,5.671,7.989
MLT,AUT,195,3352,61352,13.598,3.178
MMR,GHA,32,4807,56052,1.949,0.571
ASM,ITA,8,106,302492,1.413,0.026
LSO,BRN,2,753,1425,1.931,1.404
KNA,KEN,11,641,62817,1.734,0.175
BMU,FIN,6,997,32500,1.054,0.185
ROU,GAB,5,18903,1522,0.932,3.285
IRQ,FRA,219,8149,487938,3.473,0.449
ROU,DEU,2769,18903,273307,38.524,10.131
ITA,ESH,37,302492,555,2.856,66.667
CHL,BWA,26,143661,2692,1.322,9.658
ROU,GIN,5,18903,1066,1.114,4.690
NCL,GGY,1,346,1036,1.670,0.965
SYR,GHA,13,1493,56052,1.421,0.232
COD,GNB,4,4194,98,6.239,40.816
VUT,ETH,5,199,2741,6.770,1.824
KNA,FRA,99,641,487938,5.598,0.203
BMU,CPV,7,997,948,7.200,7.384
AUT,HTI,18,61352,2693,1.400,6.684
CUB,GBR,827,6315,1172344,9.612,0.705
TON,MDG,1,125,754,3.257,1.326
PAK,ARM,26,102573,1505,2.093,17.276
CIV,BHR,6,2962,9721,1.118,0.617
PHL,MNP,33,571031,269,2.663,122.677
POL,UGA,75,58288,20930,2.147,3.583
ARM,CHE,77,1505,76384,7.182,1.008
NIC,KNA,4,3841,641,2.549,6.240
POL,SRB,564,58288,17319,17.751,32.565
NOR,NZL,376,31294,29647,12.344,12.683
NOR,SUR,8,31294,319,2.532,25.078
KWT,KGZ,23,110415,983,2.208,23.398
EST,ESP,1371,7914,612306,19.695,2.239
IRQ,AUS,109,8149,179728,2.848,0.606
ALA,LUX,4,444,8446,2.066,0.474
MWI,CPV,2,1396,948,1.739,2.110
RWA,ARG,20,2415,410228,0.635,0.049
TCD,CYP,2,308,4285,1.741,0.467
CIV,BRN,4,2962,1425,1.947,2.807
AUT,TTO,36,61352,2571,2.866,14.002
EST,AFG,10,7914,1444,2.958,6.925
PAN,ARM,12,12245,1505,2.795,7.973
XKO,CHN,17,1164,150889,1.283,0.113
BRA,TKM,11,1284039,188,0.708,58.511
VGB,ZWE,6,698,13401,1.962,0.448
PLW,HKG,16,116,42552,7.202,0.376
HUN,GNB,2,30689,98,1.153,20.408
ROU,BES,3,18903,414,1.072,7.246
GBR,DEU,50016,1172344,273307,88.360,183.003
IDN,XAD,5,797242,135,0.482,37.037
MRT,SWE,2,429,59123,0.397,0.034
NCL,BHS,8,346,7854,4.853,1.019
GRD,MTQ,22,547,991,29.881,22.200
BRB,SVN,9,2089,3390,3.382,2.655
COD,AND,10,4194,4256,2.367,2.350
GBR,GAB,68,1172344,1522,1.610,44.678
GUF,LCA,3,303,1263,4.850,2.375
KHM,CPV,15,5940,948,6.321,15.823
AGO,BOL,15,2537,5771,3.920,2.599
NIC,CAN,143,3841,384644,3.720,0.372
JEY,BLZ,1,2019,1549,0.565,0.646
AUS,XAD,4,179728,135,0.812,29.630
NOR,COL,382,31294,236920,4.436,1.612
TUN,BGR,37,3690,5496,8.216,6.732
ETH,CHL,53,2741,143661,2.671,0.369
NIC,FSM,1,3841,50,2.282,20.000
TJK,CZE,9,257,43191,2.701,0.208
KHM,FIN,67,5940,32500,4.822,2.062
CAF,HUN,5,176,30689,2.151,0.163
MOZ,HUN,22,2682,30689,2.425,0.717
BGR,LKA,50,5496,7471,7.803,6.693
CPV,GRD,4,948,547,5.555,7.313
ISR,TLS,7,10149,218,4.706,32.110
FRO,SYR,3,272,1493,4.708,2.009
MRT,DNK,2,429,38106,0.495,0.052
MDA,BTN,1,737,727,1.366,1.376
BRN,ETH,9,1425,2741,4.554,3.283
HTI,FRO,1,2693,272,1.168,3.676
LVA,MNE,44,9833,1771,10.544,24.845
MSR,KHM,2,77,5940,2.957,0.337
GNB,ECU,2,98,61055,0.818,0.033
DMA,MRT,1,246,429,3.078,2.331
GRD,IRN,4,547,14530,1.419,0.275
CMR,IRQ,6,9757,8149,0.673,0.736
LUX,PNG,2,8446,451,1.025,4.435
DNK,ESP,5998,38106,612306,39.267,9.796
VIR,LKA,9,4378,7471,1.574,1.205
TUR,FIN,819,717647,32500,5.363,25.200
PHL,ZMB,80,571031,9787,1.070,8.174
GNB,PAK,3,98,102573,0.946,0.029
ISR,BLR,100,10149,4614,14.613,21.673
BMU,LUX,3,997,8446,1.034,0.355
AUS,ALB,76,179728,1755,4.279,43.305
CHL,MYT,3,143661,123,0.714,24.390
VGB,HKG,14,698,42552,2.569,0.329
SMR,PYF,1,869,766,1.226,1.305
DNK,CYP,107,38106,4285,8.374,24.971
ECU,IND,438,61055,869366,1.901,0.504
PSE,DNK,70,3954,38106,5.703,1.837
SAU,SVN,57,517797,3390,1.360,16.814
IRL,NLD,5997,107364,191777,41.793,31.271
CAN,LCA,186,384644,1263,8.439,147.268
PRI,TTO,56,48671,2571,5.006,21.781
BGR,SSD,1,5496,1682,0.329,0.595
TUN,XNC,12,3690,3582,3.301,3.350
RWA,HND,5,2415,5203,1.411,0.961
MTQ,IDN,36,991,797242,1.281,0.045
AFG,LBR,5,1444,635,5.222,7.874
ITA,IRQ,173,302492,8149,3.484,21.230
CHL,ROU,236,143661,18903,4.529,12.485
MAR,BOL,79,35288,5771,5.536,13.689
LAO,MTQ,3,2983,991,1.745,3.027
CIV,QAT,9,2962,38118,0.847,0.236
UKR,CMR,16,19011,9757,1.175,1.640
TKM,VGB,1,188,698,2.761,1.433
AZE,MOZ,11,4083,2682,3.324,4.101
IRQ,IND,203,8149,869366,2.412,0.234
ZWE,HRV,36,13401,9250,3.233,3.892
NZL,GTM,59,29647,9361,3.542,6.303
SOM,HRV,3,1345,9250,0.851,0.324
MWI,PRK,1,1396,450,1.262,2.222
SMR,UZB,1,869,1596,0.849,0.627
BLR,GNB,2,4614,98,2.974,20.408
STP,CHE,10,69,76384,4.356,0.131
IND,UGA,384,869366,20930,2.847,18.347
GRC,BRB,126,61903,2089,11.080,60.316
TKM,MUS,1,188,1957,1.649,0.511
MNG,SWZ,2,2244,788,1.504,2.538
YEM,CAF,2,1355,176,4.095,11.364
BWA,DZA,8,2692,21587,1.049,0.371
SYR,EST,7,1493,7914,2.036,0.885
TON,BGD,2,125,38564,0.911,0.052
BEL,TUV,1,96930,11,0.968,90.909
AUS,TLS,23,179728,218,3.674,105.505
ROU,SWE,614,18903,59123,18.366,10.385
PYF,DEU,76,766,273307,5.253,0.278
TWN,AFG,14,61165,1444,1.490,9.695
MDA,PHL,36,737,571031,1.755,0.063
XNC,HND,2,3582,5203,0.463,0.384
RUS,DOM,389,136230,46940,4.865,8.287
NRU,TLS,1,12,218,19.552,4.587
XKO,SGP,16,1164,75983,1.701,0.211
CAF,BFA,4,176,508,13.377,7.874
MMR,EST,25,4807,7914,4.053,3.159
BWA,IMN,1,2692,2568,0.380,0.389
XNC,LAO,5,3582,2983,1.530,1.676
LBN,PNG,1,6368,451,0.590,2.217
GNQ,SSD,3,196,1682,5.225,1.784
IND,BGD,3571,869366,38564,19.503,92.599
GRL,MWI,2,447,1396,2.532,1.433
LSO,EST,4,753,7914,1.639,0.505
ROU,USA,3537,18903,4704692,11.861,0.752
FJI,VNM,68,1393,47073,8.397,1.445
AUT,VCT,10,61352,373,2.090,26.810
COD,BOL,27,4194,5771,5.488,4.679
TCA,NCL,2,1467,346,2.807,5.780
HRV,NER,3,9250,518,1.371,5.792
BEL,SOM,9,96930,1345,0.788,6.691
BMU,GLP,8,997,1022,7.925,7.828
GUF,KEN,6,303,62817,1.375,0.096
BRA,MNG,84,1284039,2244,1.565,37.433
GEO,COM,3,4124,104,4.581,28.846
HUN,COM,3,30689,104,1.679,28.846
THA,TWN,6850,349012,61165,46.883,111.992
COL,ESP,8693,236920,612306,22.824,14.197
CMR,GMB,10,9757,542,4.349,18.450
GHA,MLT,25,56052,3352,1.824,7.458
LBY,CZE,17,2753,43191,1.559,0.394
GRD,KGZ,4,547,983,5.455,4.069
MRT,AND,2,429,4256,1.480,0.470
TUN,DZA,164,3690,21587,18.375,7.597
VGB,ISL,21,698,5949,10.306,3.530
CUB,BRB,53,6315,2089,14.592,25.371
ATG,TCA,36,1084,1467,28.548,24.540
KOR,GMB,5,111488,542,0.643,9.225
ZWE,MTQ,9,13401,991,2.470,9.082
KHM,BEN,14,5940,1200,5.244,11.667
BHS,COM,3,7854,104,3.319,28.846
MAC,THA,839,4155,349012,22.032,2.404
ECU,AFG,14,61055,1444,1.491,9.695
BRN,NLD,31,1425,191777,1.875,0.162
NPL,TKM,4,8375,188,3.188,21.277
MAC,BES,1,4155,414,0.762,2.415
BGR,MLI,8,5496,925,3.548,8.649
JPN,SOM,10,1087206,1345,0.262,7.435
EGY,RWA,54,156265,2415,2.780,22.360
SSD,PAK,21,1682,102573,1.599,0.205
PRI,NOR,154,48671,31294,3.946,4.921
BIH,ESH,1,2960,555,0.780,1.802
PYF,NGA,11,766,218728,0.850,0.050
TUR,BEN,29,717647,1200,0.988,24.167
COG,CHL,25,1963,143661,1.489,0.174
ECU,IRL,146,61055,107364,1.803,1.360
JEY,CHE,65,2019,76384,5.234,0.851
GHA,TKM,3,56052,188,0.924,15.957
ESP,VEN,2945,612306,71139,14.111,41.398
HKG,MYS,2906,42552,300914,25.681,9.657
PLW,ARG,2,116,410228,0.290,0.005
CHL,LSO,5,143661,753,0.481,6.640
LBR,SGP,5,635,75983,0.720,0.066
GRL,BDI,2,447,289,5.565,6.920
AFG,RUS,67,1444,136230,4.777,0.492
LIE,NAM,4,748,2871,2.730,1.393
SAU,GEO,322,517797,4124,6.968,78.080
TJK,HRV,6,257,9250,3.891,0.649
MAC,KWT,19,4155,110415,0.887,0.172
LUX,DJI,1,8446,151,0.885,6.623
MWI,BEN,7,1396,1200,5.408,5.833
OMN,CYP,31,40057,4285,2.366,7.235
BHR,PRT,81,9721,114156,2.432,0.710
KAZ,PER,38,3178,81652,2.359,0.465
SYC,GRD,3,534,547,5.551,5.484
HUN,BFA,7,30689,508,1.773,13.780
LVA,GIN,3,9833,1066,0.927,2.814
COD,DNK,59,4194,38106,4.667,1.548
RUS,SYC,36,136230,534,4.221,67.416
PRI,GUY,11,48671,442,2.372,24.887
NLD,GLP,50,191777,1022,3.571,48.924
NLD,FRO,46,191777,272,6.369,169.118
STP,BRA,18,69,1284039,1.912,0.014
SLE,IRN,4,638,14530,1.314,0.275
MLT,CZE,155,3352,43191,12.882,3.589
BOL,LCA,8,5771,1263,2.963,6.334
ALA,SRB,4,444,17319,1.442,0.231
GNQ,PHL,5,196,571031,0.473,0.009
BES,URY,4,414,48468,0.893,0.083
MNE,ZMB,7,1771,9787,1.681,0.715
CAF,COM,4,176,104,29.566,38.462
CYP,BEN,2,4285,1200,0.882,1.667
LBN,GIN,4,6368,1066,1.535,3.752
SLB,CAN,15,74,384644,2.812,0.039
MLI,ASM,1,925,106,3.194,9.434
CUB,MDA,12,6315,737,5.562,16.282
PAK,XKO,8,102573,1164,0.732,6.873
CHE,AFG,39,76384,1444,3.713,27.008
BTN,LBR,2,727,635,2.944,3.150
SLE,LTU,4,638,5816,2.077,0.688
XNC,PSE,15,3582,3954,3.986,3.794
KGZ,MTQ,3,983,991,3.040,3.027
MLI,MMR,7,925,4807,3.320,1.456
SDN,LKA,18,15075,7471,1.696,2.409
BWA,CYM,5,2692,1631,2.386,3.066
KAZ,ZWE,7,3178,13401,1.073,0.522
AUT,NOR,1497,61352,31294,34.165,47.837
ARM,DMA,1,1505,246,1.643,4.065
LTU,NZL,66,5816,29647,5.026,2.226
JPN,ETH,155,1087206,2741,2.839,56.549
NGA,SEN,141,218728,3434,5.145,41.060
MSR,PLW,1,77,116,10.581,8.621
AFG,DMA,2,1444,246,3.356,8.130
MLI,MNE,4,925,1771,3.125,2.259
ITA,ERI,9,302492,65,2.030,138.462
MMR,ESH,2,4807,555,1.224,3.604
LBN,TJK,1,6368,257,0.782,3.891
KGZ,OMN,23,983,40057,3.665,0.574
BOL,KEN,48,5771,62817,2.521,0.764
DMA,UKR,4,246,19011,1.850,0.210
USA,KGZ,151,4704692,983,2.220,153.611
MNG,AGO,8,2244,2537,3.353,3.153
MNG,GRL,10,2244,447,9.985,22.371
NAM,BLR,8,2871,4614,2.198,1.734
TON,GLP,1,125,1022,2.798,0.978
CAF,GNB,2,176,98,15.229,20.408
PHL,TZA,262,571031,25444,2.174,10.297
MLI,COM,2,925,104,6.448,19.231
GAB,FJI,1,1522,1393,0.687,0.718
MAR,THA,909,35288,349012,8.191,2.604
HTI,WSM,1,2693,228,1.276,4.386
ESP,CHL,5154,612306,143661,17.378,35.876
VUT,EGY,9,199,156265,1.614,0.058
SRB,CYP,61,17319,4285,7.081,14.236
GRL,ATF,1,447,5,21.152,200.000
CMR,MAR,102,9757,35288,5.497,2.891
DJI,LSO,2,151,753,5.931,2.656
ALB,TZA,16,1755,25444,2.394,0.629
LBR,CHN,14,635,150889,1.430,0.093
TUN,TGO,10,3690,908,5.463,11.013
TKM,SLV,2,188,19968,1.032,0.100
BHR,FSM,1,9721,50,1.434,20.000
THA,BIH,141,349012,2960,4.387,47.635
TCA,AUS,73,1467,179728,4.496,0.406
BOL,BMU,5,5771,997,2.084,5.015
ESH,RWA,2,555,2415,1.728,0.828
TLS,PRI,1,218,48671,0.307,0.021
SLV,TCD,4,19968,308,1.613,12.987
UZB,LSO,3,1596,753,2.737,3.984
DJI,SEN,5,151,3434,6.944,1.456
SMR,MUS,5,869,1957,3.834,2.555
GBR,NGA,5721,1172344,218728,11.298,26.156
SVN,USA,845,3390,4704692,6.691,0.180
KHM,NAM,23,5940,2871,5.570,8.011
USA,CZE,9246,4704692,43191,20.511,214.072
PRK,ARE,29,450,172797,3.289,0.168
MUS,MKD,17,1957,1634,9.507,10.404
CRI,NRU,1,27611,12,1.737,83.333
SLV,CAN,338,19968,384644,3.857,0.879
MEX,ETH,141,594386,2741,3.493,51.441
ISL,CMR,10,5949,9757,1.313,1.025
CMR,QAT,29,9757,38118,1.504,0.761
PSE,AND,15,3954,4256,3.657,3.524
PAN,LBN,29,12245,6368,3.284,4.554
SGP,PAK,320,75983,102573,3.625,3.120
PNG,LTU,2,451,5816,1.235,0.344
ITA,TGO,38,302492,908,2.293,41.850
LAO,LIE,3,2983,748,2.008,4.011
PNG,CZE,6,451,43191,1.359,0.139
ERI,PHL,6,65,571031,0.985,0.011
BGR,KOR,99,5496,111488,3.999,0.888
JOR,REU,15,27790,2224,1.908,6.745
BMU,PER,28,997,81652,3.103,0.343
SLV,CZE,59,19968,43191,2.009,1.366
BHS,GGY,4,7854,1036,1.402,3.861
TCD,URY,1,308,48468,0.259,0.021
MDG,FIN,21,754,32500,4.242,0.646
ALB,VIR,2,1755,4378,0.722,0.457
SDN,CMR,30,15075,9757,2.474,3.075
LUX,LBY,1,8446,2753,0.207,0.363
MNE,MAC,9,1771,4155,3.318,2.166
SYC,LUX,5,534,8446,2.354,0.592
PAN,TGO,4,12245,908,1.200,4.405
VGB,SJM,1,698,407,1.876,2.457
SWZ,DMA,1,788,246,2.271,4.065
TKM,WSM,3,188,228,14.490,13.158
PRY,GMB,1,39492,542,0.216,1.845
ITA,NAM,147,302492,2871,4.988,51.202
USA,CAN,117505,4704692,384644,87.350,305.490
EST,KWT,33,7914,110415,1.116,0.299
AFG,TGO,3,1444,908,2.620,3.304
ARM,TGO,2,1505,908,1.711,2.203
PAK,TGO,11,102573,908,1.140,12.115
SEN,TKM,2,3434,188,2.489,10.638
ATF,IRL,1,5,107364,1.365,0.009
RWA,MDG,19,2415,754,14.080,25.199
LVA,JAM,14,9833,8567,1.525,1.634
TWN,USA,7222,61165,4704692,13.463,1.535
YEM,AZE,5,1355,4083,2.126,1.225
UKR,MLI,5,19011,925,1.192,5.405
STP,MAR,5,69,35288,3.204,0.142
MYS,TUN,135,300914,3690,4.051,36.585
SOM,FSM,2,1345,50,7.712,40.000
JAM,KOR,62,8567,111488,2.006,0.556
ALB,YEM,2,1755,1355,1.297,1.476
BLR,LVA,210,4614,9833,31.177,21.357
TCA,SWE,22,1467,59123,2.362,0.372
PLW,SLE,3,116,638,11.028,4.702
QAT,VNM,451,38118,47073,10.647,9.581
MDA,PAK,20,737,102573,2.300,0.195
BWA,FIN,11,2692,32500,1.176,0.338
LCA,WSM,1,1263,228,1.864,4.386
MLT,DOM,32,3352,46940,2.551,0.682
PAK,BRN,10,102573,1425,0.827,7.018
MKD,NRU,1,1634,12,7.141,83.333
CUB,KGZ,14,6315,983,5.619,14.242
FJI,TUN,14,1393,3690,6.175,3.794
ALB,BEL,117,1755,96930,8.971,1.207
GRL,VUT,3,447,199,10.059,15.075
SOM,TCD,4,1345,308,6.215,12.987
STP,QAT,1,69,38118,0.617,0.026
DMA,AUS,13,246,179728,1.955,0.072
TWN,SWE,345,61165,59123,5.737,5.835
SVN,AUS,208,3390,179728,8.427,1.157
NCL,RWA,2,346,2415,2.188,0.828
FJI,ATG,6,1393,1084,4.883,5.535
VEN,JOR,41,71139,27790,0.922,1.475
THA,TUR,3640,349012,717647,7.273,5.072
HKG,AUS,2804,42552,179728,32.063,15.601
MOZ,GGY,2,2682,1036,1.200,1.931
SYC,REU,9,534,2224,8.259,4.047
AFG,BHR,7,1444,9721,1.868,0.720
LVA,GTM,21,9833,9361,2.189,2.243
WSM,LBR,1,228,635,2.628,1.575
FJI,PRI,24,1393,48671,2.915,0.493
LTU,HKG,72,5816,42552,4.577,1.692
AUS,NOR,1173,179728,31294,15.641,37.483
NOR,LAO,49,31294,2983,5.072,16.426
GUF,MNE,2,303,1771,2.730,1.129
STP,TGO,1,69,908,3.995,1.101
YEM,GIN,2,1355,1066,1.664,1.876
DOM,PHL,302,46940,571031,1.845,0.529
VNM,LKA,263,47073,7471,14.024,35.203
CUB,OMN,29,6315,40057,1.823,0.724
XKO,NGA,12,1164,218728,0.752,0.055
PER,GUY,22,81652,442,3.662,49.774
AUS,PLW,15,179728,116,3.285,129.310
MTQ,ALB,6,991,1755,4.550,3.419
MNE,GRL,5,1771,447,5.620,11.186
KEN,ATG,19,62817,1084,2.303,17.528
YEM,DEU,32,1355,273307,1.663,0.117
SMR,FRO,1,869,272,2.057,3.676
MYT,GRC,3,123,61903,1.087,0.048
BEL,SHN,2,96930,29,1.193,68.966
CAF,SVK,3,176,3599,3.769,0.834
ARE,BRA,2731,172797,1284039,5.798,2.127
PRK,LKA,8,450,7471,4.363,1.071
SAU,KWT,20577,517797,110415,86.057,186.361
CYP,GUM,3,4285,3958,0.728,0.758
GEO,CHN,149,4124,150889,5.973,0.987
BLZ,BFA,2,1549,508,2.255,3.937
TON,ISL,2,125,5949,2.319,0.336
GEO,FRA,454,4124,487938,10.121,0.930
TUN,RUS,205,3690,136230,9.143,1.505
KHM,MAR,162,5940,35288,11.189,4.591
MNE,SDN,3,1771,15075,0.581,0.199
MSR,ECU,3,77,61055,1.384,0.049
PRT,CPV,183,114156,948,17.591,193.038
SEN,NPL,12,3434,8375,2.238,1.433
HKG,IND,1760,42552,869366,9.151,2.024
ETH,ETH,2741,2741,2741,1000.000,1000.000
SWZ,BLZ,1,788,1549,0.905,0.646
HUN,LVA,384,30689,9833,22.105,39.052
BTN,GMB,1,727,542,1.593,1.845
PER,IDN,761,81652,797242,2.983,0.955
GAB,MWI,7,1522,1396,4.802,5.014
